date,customer_id,loan_id,loan_amount,cumulative_repayment,cumulative_interest,cumulative_paid,outstanding_balance,days_in_arrears,status,utilization (%),DPD_bucket,risk_band
2025-10-01,C022,L022,17575,5497,541,4956,12619,0,current,71.8,Current,Medium
2025-10-02,C022,L022,17575,5913,582,5331,12244,0,current,69.67,Current,Low
2025-10-03,C022,L022,17575,5913,582,5331,12244,1,late,69.67,1–30 DPD,Low
2025-10-04,C022,L022,17575,6074,598,5476,12099,0,current,68.84,Current,Low
2025-10-05,C022,L022,17575,6074,598,5476,12099,1,late,68.84,1–30 DPD,Low
2025-10-06,C022,L022,17575,6237,614,5623,11952,0,current,68.01,Current,Low
2025-10-07,C022,L022,17575,6342,624,5718,11857,0,current,67.47,Current,Low
2025-10-08,C022,L022,17575,6722,662,6060,11515,0,current,65.52,Current,Low
2025-10-09,C022,L022,17575,6861,675,6186,11389,0,current,64.8,Current,Low
2025-10-10,C022,L022,17575,7313,720,6593,10982,0,current,62.49,Current,Low
2025-10-11,C022,L022,17575,7313,720,6593,10982,1,late,62.49,1–30 DPD,Low
2025-10-12,C022,L022,17575,7670,755,6915,10660,0,current,60.65,Current,Low
2025-10-13,C022,L022,17575,7889,776,7113,10462,0,current,59.53,Current,Low
2025-10-14,C022,L022,17575,8157,802,7355,10220,0,current,58.15,Current,Low
2025-10-15,C022,L022,17575,8517,838,7679,9896,0,current,56.31,Current,Low
2025-10-16,C022,L022,17575,8937,880,8057,9518,0,current,54.16,Current,Low
2025-10-17,C022,L022,17575,9095,895,8200,9375,0,current,53.34,Current,Low
2025-10-18,C022,L022,17575,9095,895,8200,9375,1,late,53.34,1–30 DPD,Low
2025-10-19,C022,L022,17575,9353,920,8433,9142,0,current,52.02,Current,Low
2025-10-20,C022,L022,17575,9353,920,8433,9142,1,late,52.02,1–30 DPD,Low
2025-10-21,C022,L022,17575,9577,942,8635,8940,0,current,50.87,Current,Low
2025-10-22,C022,L022,17575,9577,942,8635,8940,1,late,50.87,1–30 DPD,Low
2025-10-23,C022,L022,17575,9577,942,8635,8940,2,late,50.87,1–30 DPD,Low
2025-10-24,C022,L022,17575,9807,965,8842,8733,1,late,49.69,1–30 DPD,Low
2025-10-25,C022,L022,17575,10237,1008,9229,8346,0,current,47.49,Current,Low
2025-10-26,C022,L022,17575,10367,1021,9346,8229,0,current,46.82,Current,Low
2025-10-27,C022,L022,17575,10848,1069,9779,7796,0,current,44.36,Current,Low
2025-10-28,C022,L022,17575,10964,1080,9884,7691,0,current,43.76,Current,Low
2025-10-29,C022,L022,17575,11077,1091,9986,7589,0,current,43.18,Current,Low
2025-10-30,C022,L022,17575,11254,1108,10146,7429,0,current,42.27,Current,Low
2025-09-01,C023,L023,15877,421,42,379,15498,0,current,97.61,Current,High
2025-09-02,C023,L023,15877,421,42,379,15498,1,late,97.61,1–30 DPD,High
2025-09-03,C023,L023,15877,421,42,379,15498,2,late,97.61,1–30 DPD,High
2025-09-04,C023,L023,15877,766,76,690,15187,1,late,95.65,1–30 DPD,High
2025-09-05,C023,L023,15877,766,76,690,15187,2,late,95.65,1–30 DPD,High
2025-09-06,C023,L023,15877,766,76,690,15187,3,late,95.65,1–30 DPD,High
2025-09-07,C023,L023,15877,1052,104,948,14929,2,late,94.03,1–30 DPD,High
2025-09-08,C023,L023,15877,1279,126,1153,14724,1,late,92.74,1–30 DPD,High
2025-09-09,C023,L023,15877,1279,126,1153,14724,2,late,92.74,1–30 DPD,High
2025-09-10,C023,L023,15877,1525,150,1375,14502,1,late,91.34,1–30 DPD,High
2025-09-11,C023,L023,15877,1951,192,1759,14118,0,current,88.92,Current,Medium
2025-09-12,C023,L023,15877,2236,220,2016,13861,0,current,87.3,Current,Medium
2025-09-13,C023,L023,15877,2236,220,2016,13861,1,late,87.3,1–30 DPD,Medium
2025-09-14,C023,L023,15877,2522,248,2274,13603,0,current,85.68,Current,Medium
2025-09-15,C023,L023,15877,2826,278,2548,13329,0,current,83.95,Current,Medium
2025-09-16,C023,L023,15877,2826,278,2548,13329,1,late,83.95,1–30 DPD,Medium
2025-09-17,C023,L023,15877,2826,278,2548,13329,2,late,83.95,1–30 DPD,Medium
2025-09-18,C023,L023,15877,3109,306,2803,13074,1,late,82.35,1–30 DPD,Medium
2025-09-19,C023,L023,15877,3109,306,2803,13074,2,late,82.35,1–30 DPD,Medium
2025-09-20,C023,L023,15877,3109,306,2803,13074,3,late,82.35,1–30 DPD,Medium
2025-09-21,C023,L023,15877,3109,306,2803,13074,4,late,82.35,1–30 DPD,Medium
2025-09-22,C023,L023,15877,3226,317,2909,12968,3,late,81.68,1–30 DPD,Medium
2025-09-23,C023,L023,15877,3226,317,2909,12968,4,late,81.68,1–30 DPD,Medium
2025-09-24,C023,L023,15877,3454,339,3115,12762,3,late,80.38,1–30 DPD,Medium
2025-09-25,C023,L023,15877,3779,371,3408,12469,2,late,78.53,1–30 DPD,Medium
2025-09-26,C023,L023,15877,3779,371,3408,12469,3,late,78.53,1–30 DPD,Medium
2025-09-27,C023,L023,15877,4017,394,3623,12254,2,late,77.18,1–30 DPD,Medium
2025-09-28,C023,L023,15877,4410,433,3977,11900,1,late,74.95,1–30 DPD,Medium
2025-09-29,C023,L023,15877,4683,460,4223,11654,0,current,73.4,Current,Medium
2025-09-30,C023,L023,15877,4866,478,4388,11489,0,current,72.36,Current,Medium
2025-10-01,C023,L023,15877,5346,526,4820,11057,0,current,69.64,Current,Low
2025-10-02,C023,L023,15877,5346,526,4820,11057,1,late,69.64,1–30 DPD,Low
2025-10-03,C023,L023,15877,5603,551,5052,10825,0,current,68.18,Current,Low
2025-10-04,C023,L023,15877,5891,579,5312,10565,0,current,66.54,Current,Low
2025-10-05,C023,L023,15877,6203,610,5593,10284,0,current,64.77,Current,Low
2025-10-06,C023,L023,15877,6203,610,5593,10284,1,late,64.77,1–30 DPD,Low
2025-10-07,C023,L023,15877,6362,625,5737,10140,0,current,63.87,Current,Low
2025-10-08,C023,L023,15877,6362,625,5737,10140,1,late,63.87,1–30 DPD,Low
2025-10-09,C023,L023,15877,6736,662,6074,9803,0,current,61.74,Current,Low
2025-10-10,C023,L023,15877,7180,706,6474,9403,0,current,59.22,Current,Low
2025-10-11,C023,L023,15877,7623,750,6873,9004,0,current,56.71,Current,Low
2025-10-12,C023,L023,15877,8063,794,7269,8608,0,current,54.22,Current,Low
2025-10-13,C023,L023,15877,8525,840,7685,8192,0,current,51.6,Current,Low
2025-10-14,C023,L023,15877,8773,864,7909,7968,0,current,50.19,Current,Low
2025-10-15,C023,L023,15877,9247,911,8336,7541,0,current,47.5,Current,Low
2025-10-16,C023,L023,15877,9612,947,8665,7212,0,current,45.42,Current,Low
2025-10-17,C023,L023,15877,9612,947,8665,7212,1,late,45.42,1–30 DPD,Low
2025-10-18,C023,L023,15877,9612,947,8665,7212,2,late,45.42,1–30 DPD,Low
2025-10-19,C023,L023,15877,9612,947,8665,7212,3,late,45.42,1–30 DPD,Low
2025-10-20,C023,L023,15877,9612,947,8665,7212,4,late,45.42,1–30 DPD,Low
2025-10-21,C023,L023,15877,9612,947,8665,7212,5,late,45.42,1–30 DPD,Low
2025-10-22,C023,L023,15877,9999,985,9014,6863,4,late,43.23,1–30 DPD,Low
2025-10-23,C023,L023,15877,10224,1007,9217,6660,3,late,41.95,1–30 DPD,Low
2025-10-24,C023,L023,15877,10680,1052,9628,6249,2,late,39.36,1–30 DPD,Low
2025-10-25,C023,L023,15877,11122,1096,10026,5851,1,late,36.85,1–30 DPD,Low
2025-10-26,C023,L023,15877,11122,1096,10026,5851,2,late,36.85,1–30 DPD,Low
2025-10-27,C023,L023,15877,11435,1127,10308,5569,1,late,35.08,1–30 DPD,Low
2025-10-28,C023,L023,15877,11784,1161,10623,5254,0,current,33.09,Current,Low
2025-10-29,C023,L023,15877,12277,1210,11067,4810,0,current,30.3,Current,Low
2025-10-30,C023,L023,15877,12653,1247,11406,4471,0,current,28.16,Current,Low
2025-09-01,C024,L024,18406,380,38,342,18064,0,current,98.14,Current,High
2025-09-02,C024,L024,18406,380,38,342,18064,1,late,98.14,1–30 DPD,High
2025-09-03,C024,L024,18406,380,38,342,18064,2,late,98.14,1–30 DPD,High
2025-09-04,C024,L024,18406,380,38,342,18064,3,late,98.14,1–30 DPD,High
2025-09-05,C024,L024,18406,546,54,492,17914,2,late,97.33,1–30 DPD,High
2025-09-06,C024,L024,18406,762,75,687,17719,1,late,96.27,1–30 DPD,High
2025-09-07,C024,L024,18406,762,75,687,17719,2,late,96.27,1–30 DPD,High
2025-09-08,C024,L024,18406,1251,123,1128,17278,1,late,93.87,1–30 DPD,High
2025-09-09,C024,L024,18406,1398,137,1261,17145,0,current,93.15,Current,High
2025-09-10,C024,L024,18406,1859,183,1676,16730,0,current,90.89,Current,High
2025-09-11,C024,L024,18406,1979,195,1784,16622,0,current,90.31,Current,High
2025-09-12,C024,L024,18406,2179,215,1964,16442,0,current,89.33,Current,Medium
2025-09-13,C024,L024,18406,2344,231,2113,16293,0,current,88.52,Current,Medium
2025-09-14,C024,L024,18406,2655,262,2393,16013,0,current,87,Current,Medium
2025-09-15,C024,L024,18406,2857,282,2575,15831,0,current,86.01,Current,Medium
2025-09-16,C024,L024,18406,3199,316,2883,15523,0,current,84.34,Current,Medium
2025-09-17,C024,L024,18406,3473,343,3130,15276,0,current,82.99,Current,Medium
2025-09-18,C024,L024,18406,3473,343,3130,15276,1,late,82.99,1–30 DPD,Medium
2025-09-19,C024,L024,18406,3473,343,3130,15276,2,late,82.99,1–30 DPD,Medium
2025-09-20,C024,L024,18406,3473,343,3130,15276,3,late,82.99,1–30 DPD,Medium
2025-09-21,C024,L024,18406,3473,343,3130,15276,4,late,82.99,1–30 DPD,Medium
2025-09-22,C024,L024,18406,3849,380,3469,14937,3,late,81.15,1–30 DPD,Medium
2025-09-23,C024,L024,18406,3953,390,3563,14843,2,late,80.64,1–30 DPD,Medium
2025-09-24,C024,L024,18406,4182,412,3770,14636,1,late,79.52,1–30 DPD,Medium
2025-09-25,C024,L024,18406,4349,428,3921,14485,0,current,78.7,Current,Medium
2025-09-26,C024,L024,18406,4514,444,4070,14336,0,current,77.89,Current,Medium
2025-09-27,C024,L024,18406,4685,461,4224,14182,0,current,77.05,Current,Medium
2025-09-28,C024,L024,18406,5177,510,4667,13739,0,current,74.64,Current,Medium
2025-09-29,C024,L024,18406,5364,528,4836,13570,0,current,73.73,Current,Medium
2025-09-30,C024,L024,18406,5636,555,5081,13325,0,current,72.39,Current,Medium
2025-10-01,C024,L024,18406,5636,555,5081,13325,1,late,72.39,1–30 DPD,Medium
2025-10-02,C024,L024,18406,5636,555,5081,13325,2,late,72.39,1–30 DPD,Medium
2025-10-03,C024,L024,18406,5929,584,5345,13061,1,late,70.96,1–30 DPD,Medium
2025-10-04,C024,L024,18406,6387,629,5758,12648,0,current,68.72,Current,Low
2025-10-05,C024,L024,18406,6844,674,6170,12236,0,current,66.48,Current,Low
2025-10-06,C024,L024,18406,6844,674,6170,12236,1,late,66.48,1–30 DPD,Low
2025-10-07,C024,L024,18406,7127,702,6425,11981,0,current,65.09,Current,Low
2025-10-08,C024,L024,18406,7576,746,6830,11576,0,current,62.89,Current,Low
2025-10-09,C024,L024,18406,7576,746,6830,11576,1,late,62.89,1–30 DPD,Low
2025-10-10,C024,L024,18406,7877,776,7101,11305,0,current,61.42,Current,Low
2025-10-11,C024,L024,18406,8028,791,7237,11169,0,current,60.68,Current,Low
2025-10-12,C024,L024,18406,8210,809,7401,11005,0,current,59.79,Current,Low
2025-10-13,C024,L024,18406,8686,856,7830,10576,0,current,57.46,Current,Low
2025-10-14,C024,L024,18406,8686,856,7830,10576,1,late,57.46,1–30 DPD,Low
2025-10-15,C024,L024,18406,9056,893,8163,10243,0,current,55.65,Current,Low
2025-10-16,C024,L024,18406,9442,931,8511,9895,0,current,53.76,Current,Low
2025-10-17,C024,L024,18406,9616,948,8668,9738,0,current,52.91,Current,Low
2025-10-18,C024,L024,18406,9616,948,8668,9738,1,late,52.91,1–30 DPD,Low
2025-10-19,C024,L024,18406,9794,965,8829,9577,0,current,52.03,Current,Low
2025-10-20,C024,L024,18406,10080,993,9087,9319,0,current,50.63,Current,Low
2025-10-21,C024,L024,18406,10080,993,9087,9319,1,late,50.63,1–30 DPD,Low
2025-10-22,C024,L024,18406,10321,1017,9304,9102,0,current,49.45,Current,Low
2025-10-23,C024,L024,18406,10481,1033,9448,8958,0,current,48.67,Current,Low
2025-10-24,C024,L024,18406,10481,1033,9448,8958,1,late,48.67,1–30 DPD,Low
2025-10-25,C024,L024,18406,10980,1082,9898,8508,0,current,46.22,Current,Low
2025-10-26,C024,L024,18406,10980,1082,9898,8508,1,late,46.22,1–30 DPD,Low
2025-10-27,C024,L024,18406,10980,1082,9898,8508,2,late,46.22,1–30 DPD,Low
2025-10-28,C024,L024,18406,11196,1103,10093,8313,1,late,45.16,1–30 DPD,Low
2025-10-29,C024,L024,18406,11470,1130,10340,8066,0,current,43.82,Current,Low
2025-10-30,C024,L024,18406,11470,1130,10340,8066,1,late,43.82,1–30 DPD,Low
2025-09-01,C025,L025,16052,0,0,0,16052,1,late,100,1–30 DPD,High
2025-09-02,C025,L025,16052,486,48,438,15614,0,current,97.27,Current,High
2025-09-03,C025,L025,16052,486,48,438,15614,1,late,97.27,1–30 DPD,High
2025-09-04,C025,L025,16052,825,81,744,15308,0,current,95.37,Current,High
2025-09-05,C025,L025,16052,994,97,897,15155,0,current,94.41,Current,High
2025-09-06,C025,L025,16052,1150,112,1038,15014,0,current,93.53,Current,High
2025-09-07,C025,L025,16052,1435,140,1295,14757,0,current,91.93,Current,High
2025-09-08,C025,L025,16052,1675,164,1511,14541,0,current,90.59,Current,High
2025-09-09,C025,L025,16052,2163,212,1951,14101,0,current,87.85,Current,Medium
2025-09-10,C025,L025,16052,2163,212,1951,14101,1,late,87.85,1–30 DPD,Medium
2025-09-11,C025,L025,16052,2265,222,2043,14009,0,current,87.27,Current,Medium
2025-09-12,C025,L025,16052,2596,255,2341,13711,0,current,85.42,Current,Medium
2025-09-13,C025,L025,16052,2596,255,2341,13711,1,late,85.42,1–30 DPD,Medium
2025-09-14,C025,L025,16052,2802,275,2527,13525,0,current,84.26,Current,Medium
2025-09-15,C025,L025,16052,2918,286,2632,13420,0,current,83.6,Current,Medium
2025-09-16,C025,L025,16052,3134,307,2827,13225,0,current,82.39,Current,Medium
2025-09-17,C025,L025,16052,3440,337,3103,12949,0,current,80.67,Current,Medium
2025-09-18,C025,L025,16052,3440,337,3103,12949,1,late,80.67,1–30 DPD,Medium
2025-09-19,C025,L025,16052,3876,380,3496,12556,0,current,78.22,Current,Medium
2025-09-20,C025,L025,16052,4115,403,3712,12340,0,current,76.88,Current,Medium
2025-09-21,C025,L025,16052,4115,403,3712,12340,1,late,76.88,1–30 DPD,Medium
2025-09-22,C025,L025,16052,4402,431,3971,12081,0,current,75.26,Current,Medium
2025-09-23,C025,L025,16052,4637,454,4183,11869,0,current,73.94,Current,Medium
2025-09-24,C025,L025,16052,4637,454,4183,11869,1,late,73.94,1–30 DPD,Medium
2025-09-25,C025,L025,16052,4637,454,4183,11869,2,late,73.94,1–30 DPD,Medium
2025-09-26,C025,L025,16052,5127,503,4624,11428,1,late,71.19,1–30 DPD,Medium
2025-09-27,C025,L025,16052,5127,503,4624,11428,2,late,71.19,1–30 DPD,Medium
2025-09-28,C025,L025,16052,5127,503,4624,11428,3,late,71.19,1–30 DPD,Medium
2025-09-29,C025,L025,16052,5127,503,4624,11428,4,late,71.19,1–30 DPD,Medium
2025-09-30,C025,L025,16052,5286,518,4768,11284,3,late,70.3,1–30 DPD,Medium
2025-10-01,C025,L025,16052,5286,518,4768,11284,4,late,70.3,1–30 DPD,Medium
2025-10-02,C025,L025,16052,5286,518,4768,11284,5,late,70.3,1–30 DPD,Medium
2025-10-03,C025,L025,16052,5769,566,5203,10849,4,late,67.59,1–30 DPD,Low
2025-10-04,C025,L025,16052,5955,584,5371,10681,3,late,66.54,1–30 DPD,Low
2025-10-05,C025,L025,16052,6145,603,5542,10510,2,late,65.47,1–30 DPD,Low
2025-10-06,C025,L025,16052,6245,613,5632,10420,1,late,64.91,1–30 DPD,Low
2025-10-07,C025,L025,16052,6245,613,5632,10420,2,late,64.91,1–30 DPD,Low
2025-10-08,C025,L025,16052,6483,636,5847,10205,1,late,63.57,1–30 DPD,Low
2025-10-09,C025,L025,16052,6483,636,5847,10205,2,late,63.57,1–30 DPD,Low
2025-10-10,C025,L025,16052,6711,658,6053,9999,1,late,62.29,1–30 DPD,Low
2025-10-11,C025,L025,16052,6711,658,6053,9999,2,late,62.29,1–30 DPD,Low
2025-10-12,C025,L025,16052,7065,693,6372,9680,1,late,60.3,1–30 DPD,Low
2025-10-13,C025,L025,16052,7065,693,6372,9680,2,late,60.3,1–30 DPD,Low
2025-10-14,C025,L025,16052,7502,736,6766,9286,1,late,57.85,1–30 DPD,Low
2025-10-15,C025,L025,16052,7792,765,7027,9025,0,current,56.22,Current,Low
2025-10-16,C025,L025,16052,8070,792,7278,8774,0,current,54.66,Current,Low
2025-10-17,C025,L025,16052,8422,827,7595,8457,0,current,52.69,Current,Low
2025-10-18,C025,L025,16052,8907,875,8032,8020,0,current,49.96,Current,Low
2025-10-19,C025,L025,16052,9242,908,8334,7718,0,current,48.08,Current,Low
2025-10-20,C025,L025,16052,9681,951,8730,7322,0,current,45.61,Current,Low
2025-10-21,C025,L025,16052,10137,996,9141,6911,0,current,43.05,Current,Low
2025-10-22,C025,L025,16052,10539,1036,9503,6549,0,current,40.8,Current,Low
2025-10-23,C025,L025,16052,11031,1085,9946,6106,0,current,38.04,Current,Low
2025-10-24,C025,L025,16052,11348,1116,10232,5820,0,current,36.26,Current,Low
2025-10-25,C025,L025,16052,11348,1116,10232,5820,1,late,36.26,1–30 DPD,Low
2025-10-26,C025,L025,16052,11613,1142,10471,5581,0,current,34.77,Current,Low
2025-10-27,C025,L025,16052,11613,1142,10471,5581,1,late,34.77,1–30 DPD,Low
2025-10-28,C025,L025,16052,12006,1181,10825,5227,0,current,32.56,Current,Low
2025-10-29,C025,L025,16052,12215,1201,11014,5038,0,current,31.39,Current,Low
2025-10-30,C025,L025,16052,12330,1212,11118,4934,0,current,30.74,Current,Low
2025-09-01,C026,L026,10116,363,36,327,9789,0,current,96.77,Current,High
2025-09-02,C026,L026,10116,464,46,418,9698,0,current,95.87,Current,High
2025-09-03,C026,L026,10116,882,87,795,9321,0,current,92.14,Current,High
2025-09-04,C026,L026,10116,1307,129,1178,8938,0,current,88.36,Current,Medium
2025-09-05,C026,L026,10116,1307,129,1178,8938,1,late,88.36,1–30 DPD,Medium
2025-09-06,C026,L026,10116,1307,129,1178,8938,2,late,88.36,1–30 DPD,Medium
2025-09-07,C026,L026,10116,1767,175,1592,8524,1,late,84.26,1–30 DPD,Medium
2025-09-08,C026,L026,10116,2109,209,1900,8216,0,current,81.22,Current,Medium
2025-09-09,C026,L026,10116,2511,249,2262,7854,0,current,77.64,Current,Medium
2025-09-10,C026,L026,10116,2821,280,2541,7575,0,current,74.88,Current,Medium
2025-09-11,C026,L026,10116,2821,280,2541,7575,1,late,74.88,1–30 DPD,Medium
2025-09-12,C026,L026,10116,3135,311,2824,7292,0,current,72.08,Current,Medium
2025-09-13,C026,L026,10116,3602,357,3245,6871,0,current,67.92,Current,Low
2025-09-14,C026,L026,10116,3850,381,3469,6647,0,current,65.71,Current,Low
2025-09-15,C026,L026,10116,4330,429,3901,6215,0,current,61.44,Current,Low
2025-09-16,C026,L026,10116,4549,450,4099,6017,0,current,59.48,Current,Low
2025-09-17,C026,L026,10116,4904,485,4419,5697,0,current,56.32,Current,Low
2025-09-18,C026,L026,10116,4904,485,4419,5697,1,late,56.32,1–30 DPD,Low
2025-09-19,C026,L026,10116,4904,485,4419,5697,2,late,56.32,1–30 DPD,Low
2025-09-20,C026,L026,10116,4904,485,4419,5697,3,late,56.32,1–30 DPD,Low
2025-09-21,C026,L026,10116,5107,505,4602,5514,2,late,54.51,1–30 DPD,Low
2025-09-22,C026,L026,10116,5504,544,4960,5156,1,late,50.97,1–30 DPD,Low
2025-09-23,C026,L026,10116,5790,572,5218,4898,0,current,48.42,Current,Low
2025-09-24,C026,L026,10116,6001,593,5408,4708,0,current,46.54,Current,Low
2025-09-25,C026,L026,10116,6001,593,5408,4708,1,late,46.54,1–30 DPD,Low
2025-09-26,C026,L026,10116,6151,608,5543,4573,0,current,45.21,Current,Low
2025-09-27,C026,L026,10116,6151,608,5543,4573,1,late,45.21,1–30 DPD,Low
2025-09-28,C026,L026,10116,6151,608,5543,4573,2,late,45.21,1–30 DPD,Low
2025-09-29,C026,L026,10116,6151,608,5543,4573,3,late,45.21,1–30 DPD,Low
2025-09-30,C026,L026,10116,6151,608,5543,4573,4,late,45.21,1–30 DPD,Low
2025-10-01,C026,L026,10116,6617,654,5963,4153,3,late,41.05,1–30 DPD,Low
2025-10-02,C026,L026,10116,6907,683,6224,3892,2,late,38.47,1–30 DPD,Low
2025-10-03,C026,L026,10116,7147,707,6440,3676,1,late,36.34,1–30 DPD,Low
2025-10-04,C026,L026,10116,7280,720,6560,3556,0,current,35.15,Current,Low
2025-10-05,C026,L026,10116,7280,720,6560,3556,1,late,35.15,1–30 DPD,Low
2025-10-06,C026,L026,10116,7562,748,6814,3302,0,current,32.64,Current,Low
2025-10-07,C026,L026,10116,7918,783,7135,2981,0,current,29.47,Current,Low
2025-10-08,C026,L026,10116,8304,821,7483,2633,0,current,26.03,Current,Low
2025-10-09,C026,L026,10116,8304,821,7483,2633,1,late,26.03,1–30 DPD,Low
2025-10-10,C026,L026,10116,8580,848,7732,2384,0,current,23.57,Current,Low
2025-10-11,C026,L026,10116,8580,848,7732,2384,1,late,23.57,1–30 DPD,Low
2025-10-12,C026,L026,10116,8755,865,7890,2226,0,current,22,Current,Low
2025-10-13,C026,L026,10116,9131,902,8229,1887,0,current,18.65,Current,Low
2025-10-14,C026,L026,10116,9365,925,8440,1676,0,current,16.57,Current,Low
2025-10-15,C026,L026,10116,9797,968,8829,1287,0,current,12.72,Current,Low
2025-10-16,C026,L026,10116,10160,1004,9156,960,0,current,9.49,Current,Low
2025-10-17,C026,L026,10116,10160,1004,9156,960,1,late,9.49,1–30 DPD,Low
2025-10-18,C026,L026,10116,10371,1025,9346,770,0,current,7.61,Current,Low
2025-10-19,C026,L026,10116,10797,1067,9730,386,0,current,3.82,Current,Low
2025-10-20,C026,L026,10116,10797,1067,9730,386,1,late,3.82,1–30 DPD,Low
2025-10-21,C026,L026,10116,10915,1078,9837,279,0,current,2.76,Current,Low
2025-10-22,C026,L026,10116,11400,1126,10274,0,0,current,0,Current,Low
2025-10-23,C026,L026,10116,11400,1126,10274,0,1,late,0,1–30 DPD,Low
2025-10-24,C026,L026,10116,11400,1126,10274,0,2,late,0,1–30 DPD,Low
2025-10-25,C026,L026,10116,11763,1162,10601,0,1,late,0,1–30 DPD,Low
2025-10-26,C026,L026,10116,11763,1162,10601,0,2,late,0,1–30 DPD,Low
2025-10-27,C026,L026,10116,12125,1198,10927,0,1,late,0,1–30 DPD,Low
2025-10-28,C026,L026,10116,12125,1198,10927,0,2,late,0,1–30 DPD,Low
2025-10-29,C026,L026,10116,12125,1198,10927,0,3,late,0,1–30 DPD,Low
2025-10-30,C026,L026,10116,12384,1223,11161,0,2,late,0,1–30 DPD,Low
2025-09-01,C027,L027,11431,445,44,401,11030,0,current,96.49,Current,High
2025-09-02,C027,L027,11431,649,64,585,10846,0,current,94.88,Current,High
2025-09-03,C027,L027,11431,649,64,585,10846,1,late,94.88,1–30 DPD,High
2025-09-04,C027,L027,11431,1038,102,936,10495,0,current,91.81,Current,High
2025-09-05,C027,L027,11431,1038,102,936,10495,1,late,91.81,1–30 DPD,High
2025-09-06,C027,L027,11431,1340,132,1208,10223,0,current,89.43,Current,Medium
2025-09-07,C027,L027,11431,1518,149,1369,10062,0,current,88.02,Current,Medium
2025-09-08,C027,L027,11431,1518,149,1369,10062,1,late,88.02,1–30 DPD,Medium
2025-09-09,C027,L027,11431,1804,177,1627,9804,0,current,85.77,Current,Medium
2025-09-10,C027,L027,11431,2303,226,2077,9354,0,current,81.83,Current,Medium
2025-09-11,C027,L027,11431,2303,226,2077,9354,1,late,81.83,1–30 DPD,Medium
2025-09-12,C027,L027,11431,2536,249,2287,9144,0,current,79.99,Current,Medium
2025-09-13,C027,L027,11431,2536,249,2287,9144,1,late,79.99,1–30 DPD,Medium
2025-09-14,C027,L027,11431,2682,263,2419,9012,0,current,78.84,Current,Medium
2025-09-15,C027,L027,11431,2855,280,2575,8856,0,current,77.47,Current,Medium
2025-09-16,C027,L027,11431,3002,294,2708,8723,0,current,76.31,Current,Medium
2025-09-17,C027,L027,11431,3487,342,3145,8286,0,current,72.49,Current,Medium
2025-09-18,C027,L027,11431,3487,342,3145,8286,1,late,72.49,1–30 DPD,Medium
2025-09-19,C027,L027,11431,3487,342,3145,8286,2,late,72.49,1–30 DPD,Medium
2025-09-20,C027,L027,11431,3770,370,3400,8031,1,late,70.26,1–30 DPD,Medium
2025-09-21,C027,L027,11431,3770,370,3400,8031,2,late,70.26,1–30 DPD,Medium
2025-09-22,C027,L027,11431,4198,412,3786,7645,1,late,66.88,1–30 DPD,Low
2025-09-23,C027,L027,11431,4690,461,4229,7202,0,current,63,Current,Low
2025-09-24,C027,L027,11431,4690,461,4229,7202,1,late,63,1–30 DPD,Low
2025-09-25,C027,L027,11431,4809,472,4337,7094,0,current,62.06,Current,Low
2025-09-26,C027,L027,11431,4809,472,4337,7094,1,late,62.06,1–30 DPD,Low
2025-09-27,C027,L027,11431,4985,489,4496,6935,0,current,60.67,Current,Low
2025-09-28,C027,L027,11431,4985,489,4496,6935,1,late,60.67,1–30 DPD,Low
2025-09-29,C027,L027,11431,5298,520,4778,6653,0,current,58.2,Current,Low
2025-09-30,C027,L027,11431,5417,531,4886,6545,0,current,57.26,Current,Low
2025-10-01,C027,L027,11431,5782,567,5215,6216,0,current,54.38,Current,Low
2025-10-02,C027,L027,11431,5782,567,5215,6216,1,late,54.38,1–30 DPD,Low
2025-10-03,C027,L027,11431,5922,581,5341,6090,0,current,53.28,Current,Low
2025-10-04,C027,L027,11431,6193,608,5585,5846,0,current,51.14,Current,Low
2025-10-05,C027,L027,11431,6193,608,5585,5846,1,late,51.14,1–30 DPD,Low
2025-10-06,C027,L027,11431,6193,608,5585,5846,2,late,51.14,1–30 DPD,Low
2025-10-07,C027,L027,11431,6559,644,5915,5516,1,late,48.25,1–30 DPD,Low
2025-10-08,C027,L027,11431,6995,687,6308,5123,0,current,44.82,Current,Low
2025-10-09,C027,L027,11431,7299,717,6582,4849,0,current,42.42,Current,Low
2025-10-10,C027,L027,11431,7748,761,6987,4444,0,current,38.88,Current,Low
2025-10-11,C027,L027,11431,7748,761,6987,4444,1,late,38.88,1–30 DPD,Low
2025-10-12,C027,L027,11431,7748,761,6987,4444,2,late,38.88,1–30 DPD,Low
2025-10-13,C027,L027,11431,7748,761,6987,4444,3,late,38.88,1–30 DPD,Low
2025-10-14,C027,L027,11431,8045,790,7255,4176,2,late,36.53,1–30 DPD,Low
2025-10-15,C027,L027,11431,8261,811,7450,3981,1,late,34.83,1–30 DPD,Low
2025-10-16,C027,L027,11431,8261,811,7450,3981,2,late,34.83,1–30 DPD,Low
2025-10-17,C027,L027,11431,8420,826,7594,3837,1,late,33.57,1–30 DPD,Low
2025-10-18,C027,L027,11431,8602,844,7758,3673,0,current,32.13,Current,Low
2025-10-19,C027,L027,11431,8970,880,8090,3341,0,current,29.23,Current,Low
2025-10-20,C027,L027,11431,8970,880,8090,3341,1,late,29.23,1–30 DPD,Low
